업종,제목,작성자,증권사,작성일
자동차,"현대차, 세계 최고 수준의 '메타팩토리' 구축한다",김준성,메리츠증권,2022-01-07
철강금속,투자하기 딱 좋은 시기,이종형,키움증권,2022-01-06
자동차,"퀄컴, AR, 자율주행 등 신기술 사업 확대한다",정규진,SK증권,2022-01-06
석유화학,"석유화학 주요 고객, 아시아 불변",박한샘,SK증권,2022-01-06
금융,‘은행 문 열리니 우르르’...입소문 탄 적격대출 '오픈런',은경완,메리츠증권,2022-01-06
운송,"대한항공, 2025년까지 영종도에 엔진정비단지 구축",배기연,메리츠증권,2022-01-06
음식료,"(하이트진로) 무라벨 석수 500ml 제품 출시, ESG경영 강화",김정욱,메리츠증권,2022-01-06
자동차,"""車 타고 메타버스로""...현대차, 미래 로보틱스 비전 공개 [CES 2022]",김준성,메리츠증권,2022-01-06
디스플레이,1 월 상반월 LCD 패널가,김선우,메리츠증권,2022-01-06
기타,"中 텐센트, 테크 기업 투자 확대한다",정규진,SK증권,2022-01-05
금융,다주택자 양도세 중과 유예 영향 평가,서영수,키움증권,2022-01-05
건설,"""차라리 물려준다""...지난해 11월 서울아파트 매매↓ 증여↑",박형렬,메리츠증권,2022-01-05
금융,'기대반 우려반'....5일부터 마이데이터 시대 열린다,은경완,메리츠증권,2022-01-05
운송,"산업은행과 해양진흥공사의 HMM 공동관리 종료, 지분율 변화는 없어",배기연,메리츠증권,2022-01-05
음식료,(오리온) '꼬북칩 스윗바닐라맛' 출시,김정욱,메리츠증권,2022-01-05
자동차,"현대차, 작년 미국 시장 판매 19% 증가...총 73만8천81대",김준성,메리츠증권,2022-01-05
건설,상가는 '공실률 최대' 오피스는 '활황'....코로나19에 엇갈린 상업용 부동산,박형렬,메리츠증권,2022-01-04
금융,5대 은행 12월 가계대출 증가세 확 꺾여...신용대출 1.6조원 감소,은경완,메리츠증권,2022-01-04
조선,"H라인해운, 차량운반선 선박금융 조달",배기연,메리츠증권,2022-01-04
음식료,(동원F&B) 반려동물용품 브랜드 페스룸 운영 업체 비엠스마일과 업무 협약 체결,김정욱,메리츠증권,2022-01-04
자동차,현대차/기아 올해 판매목표 747만대...친환경차 판매 속도,김준성,메리츠증권,2022-01-04
자동차,새해에도 중요할 연비규제,권순우,SK증권,2022-01-03
조선,LNG Update,유승우,SK증권,2022-01-03
자동차,"중국 지리차/폭스콘, 전기차 위탁생산 합작사 설립",정규진,SK증권,2022-01-03
철강금속,중국 제조업 PMI 개선에 주목,이종형,키움증권,2022-01-03
음식료,쌀값 16% 올랐는데 20만톤 격리해 가격 띄우겠다는 정부...밥상물가 어쩌나,박상준,키움증권,2022-01-03
건설,서울 아파트 거래량 9년 만에 최저...'집값 하락' 2012년 수준,박형렬,메리츠증권,2022-01-03
금융,"고승범 ""가계부채 관리 강화 일관되게 추진할것""",은경완,메리츠증권,2022-01-03
유틸리티,"EU, 원자력과 가스를 친환경 발전으로 인정",문경원,메리츠증권,2022-01-03
음식료,(주류세) 생맥주에 대한 세금 경감 혜택 2023년 말까지 2년 연장,김정욱,메리츠증권,2022-01-03
음식료,(거리두기) 현행거리두기 규제 2주간 연장,김정욱,메리츠증권,2022-01-03
자동차,"현대차,기아, 미국 올해도 기대...중국은 여전히 고민",김준성,메리츠증권,2022-01-03
통신,"과기정통부, 이통사 28㎓ 5G 공동구축 수량을 개별 의무수량으로 인정",정지수,메리츠증권,2022-01-03
코스닥기술보고서,"첨단기술 및 문화, 관광 등과의 접목을 통해 변화하는 트렌드에 맞춘 새로운 식품",양기보,한국기업데이터,2022-01-03
코스닥기술보고서,인간의 안전과 지속가능한 환경을 위한 필수 기술,신지혜,한국기업데이터,2022-01-03
자동차,"중국 스마트물류 시장, 빠르게 성장한다",정규진,SK증권,2021-12-30
음식료,(CJ제일제당) CJ제일제당이 동원F&B 상대로 낸 HMR 패키지 모방 소송,김정욱,메리츠증권,2021-12-30
자동차,車반도체 수급난에 출고지연 심화...2개월전보다 대기기간 길어져,김준성,메리츠증권,2021-12-30
자동차,"자율주행 스타트업 라이드플럭스, 시리즈A 투자 유치 성공하다",정규진,SK증권,2021-12-29
음식료,(풀무원) 식물성 대체육을 넣은 ‘비건 냉동밥’ 첫 출시,김정욱,메리츠증권,2021-12-29
자동차,현대차 러시아공장 23만4000대 생산...전년 比 6.5% 증가,김준성,메리츠증권,2021-12-29
철강금속,배터리 소재기업의 ESG Trend,윤혁진,SK증권,2021-12-28
자동차,"현대차, 제네시스 수소차 개발 ‘급브레이크’",김준성,메리츠증권,2021-12-28
자동차,"현대차 제네시스 미국에서 일본차 렉서스 맹추격, 전기차는 이미 추월",김준성,메리츠증권,2021-12-27
음식료,(CJ제일제당) 어묵 30여 종 가격 2년 10개월 만에 평균 10.4% 인상,김정욱,메리츠증권,2021-12-27
음식료,"(농심) 사천백짬뽕 출시 4주만에 500만개 판매 돌파, 인기몰이 중",김정욱,메리츠증권,2021-12-24
금융,또 금리 인상 시사한 한은 “내년 완화 정도 적절히 조정”,은경완,메리츠증권,2021-12-24
건설,오피스텔 수익률 14년 만에 하락세 멈췄다,박형렬,메리츠증권,2021-12-24
코스닥기술보고서,혁신적인 에너지 효율향상을 통한 생활공간의 녹색혁명,임은경,한국기업데이터,2021-12-23
코스닥기술보고서,미래 먹거리를 책임질 바다의 산업혁명,신지혜,한국기업데이터,2021-12-23
음식료,"(빙그레) 19년만에 다시 라면시장 진출, 내년 ‘매운콩라면’ 재출시",김정욱,메리츠증권,2021-12-23
반도체,SK하이닉스 인텔 낸드 인수 중국 승인 시사점,김선우,메리츠증권,2021-12-23
금융,"""카카오/토스, 긴장해""... 은행 '금융 슈퍼앱' 힘 받는다",은경완,메리츠증권,2021-12-23
건설,"내년 공시가 역대급, 더 센 세금폭탄 온다",박형렬,메리츠증권,2021-12-23
음식료,(풀무원) 풀무원 신개념 건강 간식 '두부바' 일본에서 편의점 최고의 히트상품으로 선정,김정욱,메리츠증권,2021-12-22
운송,"티웨이항공, 무착륙관광비행 통한 저장성 관광설명회 진행",배기연,메리츠증권,2021-12-22
금융,"정은보 ""실수요자 수요 예외......내년 가계부채 5%중반대 관리""",은경완,메리츠증권,2021-12-22
건설,전국 미분양 아파트 역대 최저 수준...광주/충북 감소세 뚜렷,박형렬,메리츠증권,2021-12-22
음식료,(롯데제과) 가나초콜릿 광고 모델 배우 전지현 기용,김정욱,메리츠증권,2021-12-21
운송,러시아 항공자유화조약 공식 탈퇴...″전적으로 미국 책임″,배기연,메리츠증권,2021-12-21
유틸리티,"물가 안정 정책의 주요 타겟, 공공 요금",문경원,메리츠증권,2021-12-21
금융,4대 금융지주 올해 역대급 배당...3조8000억원 전망,은경완,메리츠증권,2021-12-21
건설,도심 주택공급 속도... 내년 사전청약 6.8만가구로 확대,박형렬,메리츠증권,2021-12-21
통신,단통법 추가 지원금 30% 법안 국무회의 통과,정지수,메리츠증권,2021-12-20
조선,"한은, 대우조선해양 새 인수자 물색?",김현,메리츠증권,2021-12-20
음식료,(교촌에프앤비) 아랍에미리트 두바이에 중동 지역 1호점 오픈,김정욱,메리츠증권,2021-12-20
음식료,(CJ제일제당) 식물성 식품 전문 브랜드 '플랜테이블'을 론칭,김정욱,메리츠증권,2021-12-20
운송,"“주문 2배 예상됩니다”... CJ대한통운, 이커머스 예측 시스템 운영",배기연,메리츠증권,2021-12-20
금융,"고승범 금융위원장 ""가계부채 관리 기조 유지"" 입장 재확인",은경완,메리츠증권,2021-12-20
건설,아파트 호가 수천만원 낮춰도 매수 실종... 관망속 거래절벽 심화,빅형렬,메리츠증권,2021-12-20
석유화학,화학/철강 금요차트,박한샘,SK증권,2021-12-17
금융,은행주의 글로벌 동조화가 더 강해졌다,구경회,SK증권,2021-12-17
자동차,"도요타, 전기차 전환에 속도낸다",정규진,SK증권,2021-12-17
조선,"대법, '현대중공업 6000억 규모 통상임금 소송' 노동자 승소 취지 파기환송",김현,메리츠증권,2021-12-17
자동차,현대차도 젊은 임원 대거 발탁 전망...'실리콘밸리式 인사’ 확산,김준성,메리츠증권,2021-12-17
음식료,"(롯데지주) 신동주, 288억 규모 롯데지주 보통주 전량 매도",김정욱,메리츠증권,2021-12-17
운송,"한국공항공사, 라오스 루앙프라방국제공항 공항개발사업 계약 체결",배기연,메리츠증권,2021-12-17
금융,중금리 묶인 인터넷은행...실수요자 차별논란,은경완,메리츠증권,2021-12-17
조선,"대우조선해양, 하도급업체 기술자료 빼돌려 과징금 6억5000만원",김현,메리츠증권,2021-12-16
자동차,"북미/유럽 '올해의 차' 싹쓸이""...현대차 '바퀴 달린 냉장고'는 옛말",김준성,메리츠증권,2021-12-16
음식료,(동원F&B) 편의점 죽 가격 약 15 % 인상,김정욱,메리츠증권,2021-12-16
금융,"국민은행, 지점별 가계대출 한도 관리 해제...""증가율 안정권""",은경완,메리츠증권,2021-12-16
코스닥기술보고서,극대화된 몰입감 및 사실감을 바탕으로 5G 시대의 핵심 기술로 부각,박영서,한국기업데이터,2021-12-16
기타,"메타, 공개 플랫폼으로 메타버스 사업 확장한다",정규진,SK증권,2021-12-15
건설,후보지 3곳 중 2곳서 동의율 미달... 주거재생혁신 사업 ‘빨간불’,박형렬,메리츠증권,2021-12-15
금융,"'연장에 연장, 또 연장' 중기/소상공인 대출상환 연기 100만건 훌쩍",은경완,메리츠증권,2021-12-15
음식료,(CJ제일제당) 레드바이오 전문 자회사 ‘CJ 바이오사이언스’ 내달 초 출범,김정욱,메리츠증권,2021-12-15
운송,"한화시스템, 방위사업청 '중앙방공통제소 개량사업' 우선협상자로 뽑혀",배기연,메리츠증권,2021-12-15
자동차,"테슬라에 안방 내주더니...현대차, '아이오닉5' 덕에 웃었다",김준성,메리츠증권,2021-12-15
조선,2021년 LNG선 발주 사상 최대,김현,메리츠증권,2021-12-15
금융,금리 올리자 은행으로 역머니무브 정기예금 보름만에 6.1조 급증,은경완,메리츠증권,2021-12-14
조선,"중국, 수요 급증에 11월 석탄 수입량 전년대비 3배 상승",김현,메리츠증권,2021-12-14
운송,이스타항공 내년 2월 다시 날아오른다,배기연,메리츠증권,2021-12-14
조선,조선/기계_효율성의 역습,김현,메리츠증권,2021-12-14
음식료,"(bhc) 오는 20일부터 치킨 포함 일부 제품 소비자 가격 1,000~2,000원 인상",김정욱,메리츠증권,2021-12-14
자동차,"현대차, 니켈 광산 직접 투자 나선다... 전기차 배터리 소재 확보전",김준성,메리츠증권,2021-12-14
건설,"합정/당산/이수/논현역, '역세권 활성화 사업지' 추가선정",박형렬,메리츠증권,2021-12-14
자동차,"현대차/기아, 벌써 美서 138만대 팔았다...“올해 목표 2만대 초과 달성”",김준성,메리츠증권,2021-12-13
음식료,(CJ제일제당) 바타비아 바이오사이언스 지분 약 76% 조기 인수,김정욱,메리츠증권,2021-12-13
통신,5G 주파수 추가할당에... 통신 3사 미묘한 신경전,정지수,메리츠증권,2021-12-13
조선,탱커 시황 2023년에나 희망,김현,메리츠증권,2021-12-13
금융,"은행, 신용대출 실수요자에 연소득 0.5배 이내 특별한도 지원",은경완,메리츠증권,2021-12-13
건설,"2.1조 잠실 마이스 수주전, 이름값 밀린 한화/HDC 연합 승리 비결은",박형렬,메리츠증권,2021-12-13
조선,"한국조선/대우조선해양 기업결합 심사, 내년 1월로 미뤄져",김현,메리츠증권,2021-12-10
금융,"예금보험공사, 우리금융지주 잔여지분 매각 거래 완료",은경완,메리츠증권,2021-12-10
건설,수도권 아파트값 오름폭 9주째 둔화...세종 7년만에 최대 낙폭,박형렬,메리츠증권,2021-12-10
음식료,"(사조대림) 수산 HMR 시장 진출, 해산물 요리 밀키트 4종 출시",김정욱,메리츠증권,2021-12-10
기타,[코넥스] 휴벡셀_본업을 뛰어넘을 신사업의 성장 가능성,"김학준,",도기범,2021-12-09
기타,[코넥스] 피엔아이컴퍼니_3D VR 사업 전문업체,정홍식,이베스트투자증권,2021-12-09
기타,[코넥스] 플럼라인생명과학_동물용 DNA 의약품 전문업체,리서치센터,이베스트투자증권,2021-12-09
기타,[코넥스] 프로테옴텍_다양한 다중진단 면역측정기술 기반 체외 진단키트 전문기업,원영빈,나이스디앤비,2021-12-09
기타,"[코넥스] 펨토바이오메드_유전자전달 플랫폼으로 mRNA-CAR를, 그리고 무한한 가능성",리서치센터,이베스트투자증권,2021-12-09
조선,한국 수주 선가 중국의 3.5배,김현,메리츠증권,2021-12-09
자동차,"현대차, 인도에 2028년까지 전기차 6종 출시",김준성,메리츠증권,2021-12-09
금융,은행 주담대 '반토막'...3년9개월 만에 최저,은경완,메리츠증권,2021-12-09
철강금속,높이 올라야 멀리 보인다,문경원,메리츠증권,2021-12-09
건설,여의도 이어 압구정3구역도 뛰어들었다..신통재건축 신청,박형렬,메리츠증권,2021-12-09
음식료,"(CJ프레시웨이) 정성필 대표 취임 이후 수익성 위주로 사업 재편, 질적인 성장 달성 중",김정욱,메리츠증권,2021-12-09
기타,[코넥스] 툴젠_유전자가위 특허를 가진 바이오텍,서미화,유안타증권,2021-12-09
기타,[코넥스] 테크트랜스_친환경 비철금속 표면처리 전문업체,김민선,키움증권,2021-12-09
기타,[코넥스] 태양기계_코로나 19 영향 완화에 따른 수출 회복 기대,조영환,키움증권,2021-12-09
기타,[코넥스] 타임기술_종합군수지원 전문 기업,리서치센터,이베스트투자증권,2021-12-09
기타,[코넥스] 타스컴_타스컴 합병으로 당뇨병 세포치료제를 도약한다,리서치센터,이베스트투자증권,2021-12-09
기타,"[코넥스] 크로넥스_의료용 콜라겐으로 캐시카우 확보, 그리고 유전자편집 미니돼지",리서치센터,이베스트투자증권,2021-12-09
기타,[코넥스] 큐엠씨_LED 및 반도체 공정장비 제조 기업,이예한,나이스디앤비,2021-12-09
기타,[코넥스] 케어룸의료산업_병원용 침대 및 모션베드 제작 및 판매 기업,리서치센터,이베스트투자증권,2021-12-09
